race100m,longjump,shotput,highjump,race400m,race110mhurdles,discus,polevault,javelinthrow,race1500m
11.32,7.26,14.15,1.95,49.53,14.72,44.46,4.4,65.36,275.58
11.01,7.36,13.62,1.99,50.17,15.22,43.6,4.9,56.52,277.35
10.87,7.14,13.8,2.01,49.86,15.22,39.24,5.06,58.46,279.5
10.91,7.52,15.84,1.97,50.12,14.34,39.82,4.87,56.28,312.19
11.23,6.84,14.43,1.97,49.94,14.91,46.8,4.75,51.94,260.18
11.1,7.6,14.72,1.94,49.13,15.67,44.72,4.6,53.28,273.86
11.01,7.34,15.02,2.07,52.06,14.59,43.12,4.5,58.22,292.36
10.9,7.5,13.73,1.91,48.2,14.91,40.66,4.4,54.62,268.17
11.17,6.91,15.96,1.89,49.54,14.66,46.94,4.5,58.54,284.02
11.02,7.21,16.11,2,50.51,14.84,42.54,4.5,54.36,283.3
10.79,7.06,15.3,1.91,51.11,14.33,44.62,4.5,55.62,281.22
11.04,7.19,15.15,2,52.27,15.29,43.42,4.7,62.3,283.69
11.14,7.22,12.93,2.01,49.59,15.33,41.52,4.6,61.16,266.6
10.99,7.21,14.19,1.91,50.6,15.07,46.22,4.6,63.24,289.45
10.82,7.44,13.67,2.01,49.83,15.37,45.9,4.6,60.34,307.61
11.51,6.81,14.08,2.17,50.33,15.49,43.86,4.7,57.04,270.09
11.13,7.08,14.46,2.01,50.94,14.59,41.64,5.1,54.86,293.6
10.59,7.07,14.42,2.06,48.96,14.03,39.82,4.7,50.22,311.01
11.47,7.06,14.13,2.06,49.95,14.8,40.24,4.7,53.36,262.02
11.17,7.22,13.91,2.01,49.78,14.69,39.92,4.92,54.26,284.67
11.38,7.12,13.82,1.98,49.68,15.15,41.2,4.6,60.44,264.58
11.18,6.87,13.19,1.92,52.42,15.01,45.52,5,74.46,298.87
10.72,7.57,12.82,2.03,47.91,13.92,33.56,3.5,62.1,272.3
10.94,7.36,14.63,1.96,48.65,14.97,45.92,4.2,50.42,279.72
11.3,6.93,14.62,2.02,51.54,15.02,44.26,5,57.04,285.6
11.34,7.11,12.84,2.07,51.2,14.48,41.56,4.9,54.64,275.22
10.96,7.09,14.55,1.89,50.35,14.86,43.54,4.6,53.9,270.42
10.95,7.3,14.05,1.94,50.16,15,40.34,4.4,62.74,281.66
11.39,7.25,14.7,2.06,51.67,15.06,50.16,4.4,53.04,288.45
10.97,7.25,15.05,2,52.03,15.68,40.76,4.6,60.18,279.14
11.17,6.63,12.29,1.9,49.09,14.59,42.42,5.1,54.28,267.07
11.15,7.3,13.62,2.07,50.54,14.75,35.34,4.7,59.64,287.17
11.42,6.89,13.55,2.01,49.55,15.48,44.92,4.4,64.12,275.33
11.17,6.66,13.29,1.94,49.45,14.69,42.42,5,55.98,279.73
11.31,7.19,13.24,2.05,50.69,14.93,38.76,4.5,57.92,265.96
11.3,7.42,15.21,1.94,51.52,15.12,45.54,4.5,59.12,294.89
11.02,6.6,16.2,1.93,49,14.08,46.14,4,54.8,289.57
11.18,7.41,12.72,1.95,48.65,14.31,38.56,4.8,47.92,277.49
10.83,7.2,14.11,1.97,49.42,15.48,41.8,4.5,59.5,295.38
10.9,7.11,14.52,2.01,50.74,14.78,43.22,4.4,56.96,298.13
11,7.14,12.89,1.83,49.98,14.34,41.14,5,57.64,292.04
11.39,7,15.69,1.95,51.61,15.62,45.3,4.8,65.98,306.3
11.31,7.2,13.67,1.85,50.27,15,41.08,5,52.94,268.01
11.12,7.24,14.7,2,50.2,15.03,41.54,4.4,61.56,301.99
11.19,6.81,14.54,2.13,50.82,15.22,39.8,4.6,62.22,299.35
11.19,7.24,14,1.97,50.81,15.11,46.8,4.5,52.88,285.36
11.29,7.02,14.53,1.92,49.42,15.18,48.72,4.4,57.24,292.87
11.19,7.18,14.29,1.86,50.1,15.96,43.88,5,54.96,279.3
11.07,6.93,14.55,2.05,50.72,14.98,45.78,4.56,53.74,300.71
11.2,6.79,13.49,1.89,50.99,15.02,50.7,4.8,56.78,289.3
10.74,6.75,14.09,1.95,49.28,14.16,43.68,4,58.3,293.35
10.83,6.64,14.7,1.9,48.76,14.48,38.78,4.7,53,286.14
11.18,7.12,14.1,2.04,51.68,14.58,43,4.6,53.54,293.41
11.27,6.56,13.33,2.04,49.51,14.91,42.28,4.9,47.06,268.01
10.73,6.87,13.78,2.01,49.44,15.09,44.5,4.3,55.68,297.66
11.11,7.32,14.55,1.85,50.21,15.1,42.1,4.2,62.02,282.33
10.87,7.18,13.42,2.03,49.98,15.8,37.16,4.6,55.38,276.16
11.4,7.17,15.48,1.97,52.47,15.03,45.18,4.3,58.62,285.13
11.05,7.22,14.33,2.25,52.07,15.59,44.9,4.3,52.54,309.28
10.67,7.19,11.92,1.87,48.02,14.84,36.74,4.6,51.1,268.89
11.12,7.36,14.08,1.82,50.26,15.07,43.34,4.4,61.38,289.5
11.14,6.62,14.21,1.95,50.79,15.25,46.4,4.5,60.98,287.12
10.87,7.13,12.96,1.9,48.47,15.07,33.78,4.7,48.18,256.52
11,6.74,11.38,1.99,47.63,14.96,35.12,5.4,41.42,265.63
10.79,6.81,12.95,2.07,48.35,14.35,43.26,4.6,51.9,324.95
11.32,7.12,13.99,2.1,50.38,15.02,41.22,4.6,50.52,290.14
10.94,7.28,13.68,1.88,49.99,15.39,43.34,4.4,57.7,285.22
10.88,7.39,14.11,1.87,50.12,14.4,40.2,4.3,47.34,273.42
10.68,7.05,13.16,1.91,49.43,14.7,33.98,4.6,55.9,277.19
11.06,7.13,13.31,1.92,50.78,14.8,41.1,4.8,57.22,293.73
11.49,6.9,13.22,1.94,50.46,15.18,40.92,4.9,54.12,264.83
10.96,7.05,14.29,1.92,49.1,13.92,39.88,4.5,44.64,289.97
11.27,6.57,13.76,1.86,50.12,15.19,41.42,4.7,62.58,271.91
11.11,7.01,13.99,1.88,51.55,15.06,45.12,4.55,56.62,282.2
11.14,7.08,13.67,1.9,50.53,15.02,39.8,4.7,53.8,274.61
11.19,7.45,13.27,1.99,51.54,14.63,37.44,4.9,52.02,294.82
11.47,6.89,12.33,1.91,49.68,15.33,40.32,4.6,59.9,258.63
11.38,7.09,12.68,2.07,50.07,15.37,36.78,5.3,53.06,298.56
11.27,6.94,14.79,2.06,50.5,15.75,44.18,4.5,56.04,299.1
10.92,7.29,14.68,1.95,49.9,14.97,39.54,4.2,50.48,284.85
10.98,6.91,13.98,2.01,51.38,14.72,38.68,4.4,50.96,273.76
11.17,6.83,12.72,1.89,48.3,14.47,39.06,4.4,50.7,263.93
11.59,7.08,12.41,1.95,50.31,14.97,35.7,5.1,55.3,275.11
11.16,7.18,11.3,1.87,47.3,15.51,39.04,4.6,53.5,266.92
11.06,7.18,12.59,1.97,49.31,14.9,36.76,4.5,48.74,271.95
11.05,7.37,12,2.07,49.11,15.2,37.84,4.2,46.88,269.96
10.83,7.42,12.83,2.02,49.24,14.91,33.64,4.4,45.6,277.84
11.42,7.01,14.05,2.01,52.9,14.94,41.26,4.8,55.88,293.15
10.94,7.25,13.24,2.04,48.91,15.48,37.2,4.5,46.46,284.33
11.24,6.94,12.97,2.01,51.12,15.4,38.84,4.7,53.9,273.44
10.93,7.82,13,2,53.01,15.47,39.34,4.6,53.92,300.84
10.87,6.88,12.15,1.91,48.94,15.11,38.16,4.4,55.8,271.88
10.92,7.12,12.86,2.08,49.48,15.86,36.26,4.5,50.2,278.5
11.25,7,14.67,1.83,49.08,15.3,41.48,4.1,51.88,261.6
10.95,7.44,12.86,1.94,50.76,14.88,37.62,4.47,49.06,279.78
11.34,6.74,14.31,1.92,49.77,14.58,39.22,4,55.62,263.79
11.23,6.9,13.78,1.92,49.02,15.18,42.06,4.8,48.82,292.64
11.5,6.82,13.86,1.97,50.94,15.81,46.84,4.3,57.08,275.2
10.99,6.42,14.49,2.04,50.4,14.69,36.46,4.5,48.84,275.15
11.52,6.83,13.71,1.89,51.02,14.82,37.96,4.8,59.7,282.68
10.72,7.14,12.84,1.86,49.12,14.76,31.82,4.5,55.44,281.24
10.95,7.28,14.07,1.94,49.41,14.53,43.56,3.6,51.32,294.25
11.24,7.31,14,1.9,53.46,15.37,40.52,4.6,59.68,288.49
11.28,6.95,13.44,1.84,50.76,14.85,45.32,4.8,54.28,301.16
11.19,6.94,14.25,1.88,50.44,14.84,38.54,4.6,48.28,274.1
11.29,6.78,12.9,2.06,50.57,15.49,42.14,4.3,59.62,290.24
11.42,6.92,14.08,1.89,50.94,15.18,43.04,4.4,56.56,281.47
11.43,7.01,13.26,1.91,50.21,15.34,39.52,4.3,56.06,264.98
11.06,7.12,12.94,1.89,51.6,14.9,38.84,4.4,55.08,274.46
11.21,6.76,13.95,1.81,51,14.91,47.08,4.6,58.58,304.34
11.1,6.89,13.96,1.81,49.73,15.69,36.24,5,64.54,306.69
11.01,7.13,13.55,2.07,49.42,14.98,39.14,4,47.44,289.34
10.83,7.14,12.24,1.89,50.03,15.18,36.08,4.8,51.96,286.82
11.08,7.3,14.16,1.9,50.68,14.8,38.78,4.2,50.72,284.9
11.46,7.01,12.71,1.88,50.63,15.02,36.28,4.7,56.46,269.03
11.21,6.99,15.28,1.85,51.35,14.78,43.04,4.2,55.72,293.95
11.17,6.86,15.02,1.96,49.32,14.93,37.4,4.2,52.16,288.6
11.21,6.91,13.1,1.93,51.49,15.91,39.2,5,59.12,292.79
11.45,6.85,14.1,1.83,50.38,15.77,44.18,4.5,56.06,274.41
11.49,7.23,13.43,2.05,52.29,15.04,40.34,4.6,52.7,297.98
11.33,7.4,12.51,2,51.57,14.93,39.4,4.3,56.56,294.68
10.92,7.02,12.75,1.88,49.81,15.76,41.54,4.2,62.5,293.41
11.24,6.95,13.94,1.88,50.61,14.74,37.16,4.5,51.88,278.93
11.07,7.15,12.84,2.02,50.84,15.27,37.32,4.6,61.28,322.15
11.16,7,13.28,1.95,50.54,15,37.82,4.4,56.1,291.44
11.19,6.71,13.68,1.97,50.94,15.82,41.42,4.7,60.7,306.82
10.97,7.24,12.91,2.03,50.26,15.18,36.82,4.6,40.82,284.85
10.93,7.03,13.92,1.86,50.29,15.27,47.12,3.8,58.34,301.5
11.28,7.05,12.38,2.03,51.37,14.86,41.92,4.4,43.48,274.47
11.09,7.21,12.03,1.9,49.47,14.94,37.3,4.4,61.32,306.16
11.3,6.91,13.32,1.79,50.94,15.17,42.42,4,63.62,272.25
11.44,6.99,11.74,1.94,52.15,15.36,35.14,5.1,58.96,280.66
11.15,6.73,13.45,1.99,51.01,15,38.38,4.3,50.64,276.09
11.08,6.91,11.79,2.01,50.51,15.45,37.8,4.4,54.14,279.13
11.1,7.28,11.16,1.87,49.5,15.18,36.42,4.4,51.08,267.81
11.07,6.99,10.57,2.14,51.78,14.4,34.24,4.3,53.38,285.52
10.65,6.47,13.72,1.77,48.01,15,40.12,4.27,48.36,283
11.19,7.29,10.33,2.13,49.56,15.42,34.44,4.7,48.72,296.28
11.21,6.79,11.55,1.86,49.88,14.47,34.34,4.9,51.48,280.66
11.11,7.33,13.34,1.85,50.58,15.16,40.9,3.8,57.24,286.77
11.46,7.17,10.52,1.98,50.8,15.41,35.68,4.6,59.54,279.27
11.42,6.97,12.01,1.89,51.99,15.53,43.88,4.8,56.08,293.63
11.38,6.94,14.5,2.05,50.87,15.82,44.32,4.3,53.08,317.08
11.46,6.3,13.35,1.8,50.37,15.83,40.22,4.86,58.2,270.63
11.14,7.25,11.54,2.05,50.89,14.78,33.58,4.3,47.12,277.17
11.1,6.93,13.57,1.89,51.48,15.59,42.2,4.42,53.58,292.64
11.17,7.15,11.85,1.87,50.81,15.61,35.54,4.4,59.38,274.87
10.83,6.42,11.13,1.88,48.08,14.59,31.62,4.85,45.32,270
11.32,7.01,12.89,1.85,51.9,15.37,39.58,4.9,54.74,294.54
11.29,6.93,11.79,1.9,50.44,15.62,35.88,5,51.2,278.65
11.13,6.87,11.75,1.99,50.32,15.24,34.82,4.5,55.6,286.05
11.62,6.57,12.68,2.09,51.32,15.52,40.14,4.35,52.64,273.1
11.52,6.76,14.32,2,51.25,15.45,41.56,4.07,54.78,285.35
11.39,6.9,13.03,1.91,50.79,15.51,39.54,4.2,51.5,263.97
11.58,6.94,12.67,1.88,51.36,15.81,41.28,4.7,51.86,270.95
10.83,7.36,12.96,1.91,49.66,14.94,37.84,3.8,46.08,284.59
11.24,6.42,15.03,1.96,53.59,15.76,44.68,4,64.12,293.25
11.22,7.2,12.33,2.04,50.54,14.7,35.64,4.3,54.82,314.01
11.53,6.86,13.1,1.92,51.46,14.59,42.8,4,54.2,283.1
11.26,6.65,13.85,1.75,49.73,15.49,39.98,4.3,53.1,266.37
11.09,6.61,12.99,1.82,48.53,15.31,40.74,4.25,53.74,286.19
11.18,7.41,12.22,1.91,52.02,15.47,35.9,4.5,51.94,281.72
11.59,6.85,12.45,1.92,51.89,15.72,39.72,4.5,54.8,266.67
11.27,7.24,12.16,2.06,50.66,15.26,39.16,4,47.42,284.3
10.94,6.9,12.64,1.8,50.56,15.74,39.9,4.2,56.14,274.74
11.34,6.92,14.34,1.97,50.89,15.14,41.16,4.27,43,287.41
11.22,7.08,11.85,1.99,51.65,15.21,36.36,4.7,50.56,291.86
11.14,6.59,12.13,1.89,49.82,15.39,39.9,5.16,42.78,290.74
11.69,6.97,13.56,1.95,51.13,15.78,41.36,4.5,50.9,283.53
10.76,7.55,11.83,1.83,50.08,15.56,35.88,5.2,52.86,347.15
11.02,7.06,10.81,1.95,50.23,14.63,32.56,4.6,49.32,285.1
11.49,6.67,13.19,1.86,51.22,15.41,42.18,4.5,54.02,280.09
11.6,6.97,13.05,1.88,51.55,16.25,41.44,4.6,53.18,273.79
11.41,6.86,12.65,1.92,50.58,14.77,38.8,4.4,55.9,301.48
11.02,6.79,11.84,1.84,49.74,14.6,31.88,4.5,51.04,273.33
11.29,6.7,12.32,1.83,50.52,14.78,40.54,4.1,53.34,270.77
11.32,6.76,11.83,2.02,52.68,16.12,35.44,4.5,62.16,276.79
11.08,6.95,12.24,1.87,49.08,15.01,35.42,4.5,45.52,281.72
10.86,7,12.46,1.82,49.41,15.22,35.02,4.4,49.04,282.65
11.66,6.86,12.67,1.91,52.52,15.04,37.48,4.5,52.94,268.89
11.17,7.11,11.25,1.95,49.7,14.92,34.86,4.6,50.38,299.98
10.92,6.81,12.39,1.87,49.22,14.86,36.26,4.5,47.72,295.36
11.25,6.21,13.6,1.7,51.14,16.28,43.62,3.9,69.24,259.55
11.19,7.29,11.97,2.01,52.02,15.39,41.7,4.4,47.04,302.75
11.65,6.68,15.37,1.98,53.58,15.96,41.88,4.3,64.52,311.79
11.47,6.84,12.85,1.95,51.47,14.61,39.82,4.32,57.9,314.02
11.53,7.4,12.32,1.99,49.09,16,34.44,4.15,45.86,269.92
11.08,6.8,14.69,1.79,50.72,15.03,43.78,3.8,57.14,306.68
11.3,6.93,13.11,1.94,51.5,15.35,39.22,4.2,53.28,290.18
11.3,6.67,12.31,1.72,50.37,14.41,38.34,4.2,57.42,276.35
11.4,6.93,14.44,1.92,50.52,15.85,40.48,4.2,58.96,315.66
11.64,6.43,11.65,1.89,51.31,16.48,41.16,5.06,54.12,270.81
11.13,7.11,12.57,1.86,53.21,15.37,36.3,4.5,61.4,300.46
11.37,7.07,10.28,1.98,50.39,14.62,33.66,4.6,47.3,281.71
11.03,6.92,10.93,1.89,48.42,14.73,31.66,4.5,45.66,279.03
11.62,7.12,12.09,1.96,51.57,15.68,35.64,4.75,55.26,294.23
11.27,6.93,13.78,1.85,49.91,15.65,33.92,3.9,51.32,259.4
11.29,6.78,11.53,1.89,52.55,15.11,42.46,5.02,55.3,320
10.98,6.68,12.67,1.86,51.2,15.97,34.84,4.6,48.3,263.26
11.22,6.92,12.92,1.8,49.68,15,36.9,4.1,46.78,267.43
11.56,6.39,13.28,1.86,50.19,15.24,38.6,4.5,55.58,284.36
11.32,6.72,10.89,2.01,50.46,14.84,40.26,4.2,50.36,287.86
11.34,7.04,11.16,2.02,50.26,15.44,37.18,4.4,42.84,274.9
11.57,6.49,13.39,1.86,51.32,15.58,41.48,4.46,52.2,274.18
11.47,6.44,13.06,1.84,52.01,14.66,42.78,4.2,58.86,290.58
11.04,6.68,13.3,1.94,50.57,15.04,35.84,4.3,46.52,286.81
11.49,6.61,11.79,1.89,48.99,15.51,35.24,4.7,43.36,260.32
11.18,6.97,13.48,1.89,51.19,15.6,37.38,4.5,46.74,288.55
11.6,6.65,12.82,1.84,50.87,15.1,36.06,4.4,48.78,257.79
11.25,6.7,12.92,1.92,50.92,15.04,38.82,4.3,49.66,290.04
11.17,6.7,13.3,1.89,51.16,15.39,41.68,4.4,53.08,307.39
11.23,6.47,13.02,1.85,50.58,15.05,39.26,4,57.66,282.7
11.1,6.64,13.18,1.79,51,15.45,47.12,4.5,48.38,304.34
11.52,6.44,13.33,1.92,51.81,15.42,35.92,4.2,60.7,275.27
10.98,7.13,10.91,1.9,48.54,14.76,32.08,4.1,45.52,277.83
11.08,7.19,11.6,1.98,50.31,15.46,35.44,4,53.82,294.48
11.5,7.16,13.77,1.89,53.21,15.67,43.2,4.3,54.2,303.85
11.06,6.9,12.31,1.84,51.08,15.6,36.18,4.4,55.54,287.9
11.91,6.5,14.75,2.03,52.89,15.59,41.04,4.3,50.58,282.98
11.19,7.02,12.58,1.97,51.25,15.41,39.62,4.2,47.78,295.87
11.5,6.72,13.68,1.85,51.18,16.17,38.94,4.2,52.68,264.09
10.68,6.82,12.26,1.79,48.46,15.47,37.86,4,48.46,284.67
11.15,7.02,12.09,1.92,52.56,16.25,35.58,4.7,53.36,284.31
11.31,7.09,12.44,1.97,48.72,15.25,36.92,3.04,56.5,278.69
11.37,7.09,13.13,1.85,52,15.42,36.54,4.3,53.68,284.85
11.48,6.86,12.31,1.83,51.49,15.96,37.04,4.12,64.32,275.52
11.49,6.5,12.34,1.92,50.54,16.32,37.62,4.5,50.02,260.9
11.27,6.76,11.48,1.92,50.08,16.03,34.28,4.8,54.32,291.21
10.67,7.2,11.35,1.79,47.71,15.03,31.32,4,46.1,280.91
11.25,6.36,12.21,1.8,49.36,15.19,37.3,4.75,44.98,274.56
10.66,6.91,9.87,1.8,48.61,14.53,32.16,4,49.02,270.41
11.48,6.79,9.9,2.02,49.9,15.41,34.78,4.45,48.66,269.89
11.19,7.42,12.6,1.89,50.3,15.47,37.42,4.4,41.4,297.41
11.53,6.89,12.29,1.79,51.08,15.74,39.62,4.6,52.1,279.18
11.31,7.27,11.91,1.82,52.79,16.26,35.52,4.3,55.54,262.03
11.36,6.71,12.75,2.01,51.28,14.99,36.24,4.1,49.16,285.83
11.69,6.32,14.04,1.88,51.79,16.27,37.92,4.4,62.22,277.37
11.44,6.3,11.92,1.98,50.2,15.44,35.4,5,43.08,280.39
11.45,6.73,12.9,1.92,50.34,14.97,39.12,4.2,51.48,299.53
11.3,6.61,12.95,1.88,53.01,14.83,41.3,4.6,52.72,308.8
10.91,6.76,13.27,1.88,53.65,15.11,41.04,4.6,53.1,324.1
11.48,6.8,12.67,1.95,51.26,15.21,34.88,4.3,49.2,277.37
11.11,7.33,12.28,1.91,51.85,16.61,34.3,4.2,57.66,285.38
11.65,6.75,14.03,1.84,52.14,16.45,44.54,4.5,51.58,285.46
11.13,7.69,10.96,2,52.1,15.12,30.46,4.1,48.12,284.89
11.33,6.77,12.42,1.98,50.59,15.19,37.4,4.4,39.62,279.69
11.45,6.77,12.68,1.94,50.18,14.99,39.44,4.3,44,291.52
11.23,6.78,11.81,1.8,49.17,15.05,34.08,3.9,60.88,282.52
11.45,7.33,11.72,1.89,51,14.92,30.68,4.16,53.84,280.78
11.38,6.64,13.04,1.92,50.44,15,38.38,4.1,48.28,285.34
11.45,6.65,14.65,1.92,52.52,15.93,39.93,4,64.26,307.21
11.44,6.91,12.9,1.94,50.67,16.76,39.62,3.8,56.82,272.68
11.17,7.33,13.36,1.93,53.49,14.9,39.48,4.5,48.12,332.05
11.19,7.07,11.27,1.78,52.08,14.72,36.42,4.3,51.22,276.17
11.43,6.74,13.71,2.03,53.43,14.76,40.38,4.05,53.4,313.54
11.29,6.9,13.21,1.88,50.78,15.51,36.84,4.3,46.88,284.32
11.5,6.92,14.19,1.87,52.53,15.78,42.16,4,58.36,301.4
11.96,6.8,12.71,1.89,53.02,14.96,34.62,4.8,52.86,281.66
11.46,6.4,11.49,1.84,50.36,15.59,37.04,5.16,45.72,280.07
11.38,6.7,13.55,1.79,51.04,16.42,41.18,3.5,59.52,258.21
11.58,6.29,12.87,1.88,50.3,15.46,36.52,4.5,55.9,284.56
11.12,6.85,14.37,1.88,51.33,15.44,37.88,4.1,52.36,307.64
11.39,6.59,11.29,1.97,49.2,15.3,34.12,3.9,49.12,260.84
11.44,6.87,11.97,2.06,53.06,14.89,35.4,4.3,46.5,286.29
11,7,13.01,1.84,50.94,15.66,35.5,4.2,49.08,287.68
11.53,6.93,14,1.84,51.94,15.96,41.9,4.6,48.68,302.87
11.34,6.4,12.79,1.83,51.04,15.11,37.72,4.6,46,278.99
11.49,6.88,13.21,1.87,53.37,15.66,36.62,4.8,52.36,297.02
10.94,6.88,12.26,1.8,50.26,14.52,38.88,3.8,45,284.54
11.98,6.51,13.77,1.92,52,15.57,36.06,4.4,57.32,282.14
11.18,6.79,11.07,1.86,48.55,15.39,34.94,4.2,50.94,285.08
11.43,7.09,13.28,1.88,54.18,15.15,40.52,4.4,52.18,308.36
11.55,6.79,13.14,1.85,51.58,16.45,41.52,4.1,56.12,279.49
11.41,6.75,13.55,1.8,53.01,15.04,40.44,4.2,55.2,295.73
10.82,6.44,10.21,1.89,48.91,15.15,36.3,3.99,48.82,274.32
11.32,6.99,14.42,1.89,51.08,15.81,39.84,4.2,53.1,324.97
11.6,6.8,12.43,1.97,50.59,15.91,37.38,4.4,47.42,286.63
11.29,6.99,11.97,1.87,49.92,15.19,33.94,3.8,48.1,267.76
11.02,7.07,10.89,1.96,49.96,15.39,31.02,4.1,51.64,290.64
11,6.66,15.79,1.82,50.01,15.63,40.12,3.6,47.14,296.65
10.8,7,12.02,1.92,48.88,16.36,42.5,3.89,49,316.79
11.51,6.96,11.55,1.8,49.49,15.48,29.3,4.4,55.46,273.95
11.77,6.82,11.3,1.97,52.58,15.31,34.58,4.4,53.56,274.7
11.13,6.8,13.99,1.82,51.41,15.81,37.18,3.8,54.34,282.86
11.64,7.09,11.78,2.07,51.77,15.65,34.98,4.2,48.08,288.13
10.59,6.32,12.37,1.95,48.78,15.11,32.72,3.6,48.92,286.05
11.44,7.14,11.46,1.93,51.26,16.01,31.92,4.5,50.66,281.13
11.27,6.89,12.74,1.88,50.15,15.31,37.12,3.6,51.8,283.39
11.44,6.25,10.93,1.84,50.95,16.6,35.46,4.9,59.46,274.61
11.23,6.82,12.85,1.88,51,15.23,35.84,3.9,47.74,278.13
11.48,7.16,12.2,1.79,51.71,15.4,38.32,4.5,52.48,303.85
11.46,7.23,12.45,2.03,52.31,15.59,37.8,3.8,54.56,308.93
11.55,6.7,12.98,1.86,50.97,15.25,39.14,4,50.64,284.7
11.07,6.72,10.55,1.89,49.74,15.53,32.6,4.1,51.6,272.86
11.01,7.01,11.13,1.94,50.18,16.29,34.2,3.75,55.72,280.74
10.7,7.33,12.66,1.93,54,15.18,37.14,4.2,51.82,338.74
11.24,6.79,12.68,1.88,50.03,15.91,35.6,4,48.06,276.07
11.93,6.44,11.93,1.91,53.85,15.61,39.3,4.8,56.04,284.36
11.55,6.58,11.46,2.03,49.89,15.94,34.48,4,49.44,268.71
11.67,6.81,12.23,1.81,52.55,15.77,42.2,4.2,62.68,299.5
11.68,6.47,12.31,2.03,52.74,15.48,40.9,4,53.6,287.85
11.58,7.3,12.23,1.92,53.04,15.53,40.78,3.9,58.36,311.44
10.88,6.38,9.71,1.73,49.4,14.46,33.28,4.6,45.56,273.98
10.9,7.22,13.04,1.77,49.57,16.08,35.56,3.8,51.9,297.3
11.5,6.77,11.95,1.9,52.03,15.93,41.9,4.2,50.16,285.66
11.87,6.98,12.17,1.87,51.85,16.05,35.58,4.3,54.64,273.97
11.13,6.61,12.52,1.8,51.54,14.68,38.18,4.5,50.18,316.84
11.39,7.05,11.6,1.95,52.38,15.87,38.84,4.2,50.6,294.39
11.32,6.94,13.56,1.95,53.04,15.66,36.18,4.2,48.84,298.94
10.86,6.79,11.28,2.06,52.26,14.14,31,3.6,50.48,299.83
11.16,6.83,11.13,2.04,51.56,15.87,36.1,4.32,45.1,292.64
11.82,7.01,12.09,1.99,51.17,15.47,36.3,3.9,54.6,294.06
11.33,6.42,10.61,2.04,51.45,15.54,36.36,4.3,49.96,285.19
11.49,6.88,11.17,1.85,50.74,16.33,35.5,4.17,62.02,287.32
11.8,6.75,12.71,2.04,53.05,15.78,37.72,4.6,45.24,295.93
11.76,6.73,14.02,1.76,52.73,15.95,41.62,4.3,53.74,287.7
11.25,6.7,12.13,1.86,51.94,16.3,32.64,4.5,53.92,278.93
11.44,6.61,12.2,1.94,52.2,16.57,40.2,3.9,54.16,274
11.52,6.82,12.47,1.85,50.52,16.41,37.4,4,52.8,276
11.83,6.88,10.72,1.99,51.24,15.81,34.32,4.3,50.12,274.03
11.52,6.69,11.59,1.83,49.36,15.21,35.14,4.2,54.66,297.81
11.7,6.76,11.82,2.01,52.04,16.23,36.28,4.1,50.44,273
11.4,7.11,12.05,1.89,51.63,15.51,40.24,4,45.16,294.18
11.67,6.42,13.32,1.84,53.88,15.49,40.66,4.6,57.86,310.91
11.24,7.08,10.08,1.8,50.03,15.91,34.66,4,53.44,273.25
11.24,7.21,11.38,1.87,50.25,14.99,36.82,4,44.8,303.57
11.49,6.86,12.88,1.78,49.54,15.91,34.98,4.1,53.56,290.6
10.94,6.39,11.88,1.82,50.9,15.25,32.5,4.6,51.54,301.67
11.18,6.82,10.27,1.81,49.61,14.9,32.22,4.1,52.08,285.17
11.67,7.1,12.74,1.88,52.82,15.31,38.12,4,48.68,288.52
11.06,7.15,11.6,1.89,51.54,15.23,36.28,3.8,49.12,299.2
11.35,7.32,11.78,2.05,52.77,14.94,33.74,4.2,45.76,323.63
11.25,7.05,11.02,1.71,49.05,15.6,31.06,4.3,48.78,275.69
11.59,7.21,11.15,1.94,53.18,16.34,33.38,4.8,51.7,298.54
11.14,6.68,12.87,1.75,50.06,15.39,36.78,4.1,53.62,307.24
11.45,7.08,11.45,1.83,51.59,15.29,33.84,3.83,53.54,276.87
11.96,6.34,13.78,1.88,55,15.65,38.6,4.3,58.64,281.21
11.38,6.72,13.76,1.79,51.7,16.66,41.68,4.5,50.22,307.9
11.72,7.1,12.57,2.08,53.54,15.49,37.06,4.2,41.56,299
11.3,7.09,11.8,1.89,49.82,15.17,35.78,4.2,40.6,303.77
11.4,7.13,11.36,1.95,51.22,16.19,34.58,4.2,44.84,282.59
11.37,6.21,12.96,1.82,51.71,15.58,37.14,3.7,62.6,283.37
11.63,6.68,12,1.91,52.81,15.5,37.04,4.3,51.18,288.12
11.22,6.38,11.28,1.86,49.4,15.58,32.84,4.2,53.92,289.48
11.62,6.79,11.02,1.89,51.26,15.72,35.34,4.4,44.7,272.94
11.86,6.31,12.91,1.84,51.55,15.91,39.86,4.3,51.48,279.81
11.18,7.17,10.71,1.92,50.98,15.36,32,3.8,43.92,273.2
10.71,7.78,15.67,2.11,48.04,13.67,48.87,5.2,66.31,308.77
10.31,7.76,15.43,2.18,49.02,14.02,53.22,4.6,61.59,299.43
10.55,7.88,14.46,2.03,47.07,14.39,40.73,5.3,67.5,280.46
10.67,7.58,15.5,2,48.04,13.84,45.95,4.7,70.64,281.19
10.73,8.03,15.43,2.07,49.56,14.12,45.8,4.8,65.08,280.94
10.87,7.44,16.04,2.06,46.95,13.96,47.85,5,55.34,273.98
